SiteID,FieldWetlandType,FieldVeldAge,FieldAliensWithin20m,Latitude,Longitude,PairID,RecordingNum,Year,Month,Day,Campaign,AVIRIS,LVIS,WetlandType,LandCoverClass,ElevationClass,FireClass
s2lam142_230717,"Not available","Not available","Not available",-33.623148,23.4502,95,1431,23,7,17,"Wet season",Y,N,,"Shrubland-Fynbos","High: >1000 m","No data or No Fire"
s2lam002_231115,"Not near (100 m) any water","Intermediate (6-17 yrs)","Rare to Very Scattered",-34.111312,18.445331,94,586,23,11,15,"Dry season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam065_230710,"Not available","Not available","Not available",-34.111324,18.445368,94,580,23,7,10,"Wet season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam111_231013,"Not near (100 m) any water","Young (burned, < 6 yrs)","None",-33.362803,22.06435,93,1007,23,10,13,"Dry season",Y,Y,,"Shrubland-Fynbos","High: >1000 m","12-to-17 years"
s2lam131_230713,"Not available","Not available","Not available",-33.3628,22.064382,93,883,23,7,13,"Wet season",Y,Y,,"Shrubland-Fynbos","High: >1000 m","12-to-17 years"
s2lam076_231001,"Within 50 m of a river or stream","Intermediate (6-17 yrs)","None",-33.608082,23.429878,92,1007,23,10,1,"Dry season",Y,N,,"Shrubland-Fynbos","High: >1000 m","No data or No Fire"
s2lam154_230717,"Not available","Not available","Not available",-33.6081,23.4298,92,326,23,7,17,"Wet season",Y,N,,"Shrubland-Fynbos","High: >1000 m","No data or No Fire"
s2lam074_231020,"Within 50 m of a river or stream","Old (> 17 yrs)","None",-33.97891,22.604538,91,722,23,10,20,"Dry season",Y,Y,"River","Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam107_230711,"Not available","Not available","Not available",-33.9788,22.6045,91,577,23,7,11,"Wet season",Y,Y,"Estuary","Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam087_231019,"Not available","Not available","Not available",-33.720262,21.641724,90,1010,23,10,19,"Dry season",Y,N,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam108_230726,"Not available","Not available","Not available",-33.7203,21.6417,90,997,23,7,26,"Wet season",Y,N,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam072_230812,"Not available","Not available","Not available",-32.233747,19.120322,89,1426,23,8,12,"Wet season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","6-to-12 years"
s2lam083_231031,"Not near (100 m) any water","Old (> 17 yrs)","None",-32.23375,19.12033,89,690,23,10,31,"Dry season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","6-to-12 years"
s2lam063_230630,"Not available","Not available","Not available",-34.6472,19.604177,88,567,23,6,30,"Wet season",Y,Y,"Channelled valley-bottom","Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam126_231029,"Within 50 m of a river or stream","Old (> 17 yrs)","Rare to Very Scattered",-34.647204,19.604164,88,980,23,10,29,"Dry season",Y,Y,"Channelled valley-bottom","Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam142_230821,"Not available","Not available","Not available",-33.5224,23.8909,87,823,23,8,21,"Wet season",Y,Y,,"Shrubland","Medium: 500-1000 m","No data or No Fire"
s2lam143_231113,"Not near (100 m) any water","Not available","None",-33.522393,23.890892,87,995,23,11,13,"Dry season",Y,Y,,"Shrubland","Medium: 500-1000 m","No data or No Fire"
s2lam063_231125,"In or near (25 m) wetland","Old (> 17 yrs)","None",-34.746738,19.976938,86,570,23,11,25,"Dry season",Y,N,"Estuary","Wetland","Low: 0-500 m","No data or No Fire"
s2lam126_230812,"Not available","Not available","Not available",-34.7467,19.9769,86,713,23,8,12,"Wet season",Y,N,"Estuary","Wetland","Low: 0-500 m","No data or No Fire"
s2lam080_231027,"Within 50 m of a river or stream","Old (> 17 yrs)","None",-34.000122,18.956897,85,999,23,10,27,"Dry season",Y,N,,"Forest-Woodland","Medium: 500-1000 m","1-to-6 years"
s2lam099_230703,"Not available","Not available","Not available",-34.0002,18.956959,85,993,23,7,3,"Wet season",Y,N,,"Forest-Woodland","Medium: 500-1000 m","1-to-6 years"
s2lam049_230809,"Not available","Not available","Not available",-33.6584,23.1341,84,710,23,8,9,"Wet season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","No data or No Fire"
s2lam137_231117,"Not near (100 m) any water","Old (> 17 yrs)","None",-33.658342,23.134028,84,570,23,11,17,"Dry season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","No data or No Fire"
s2lam058_231016,"Not near (100 m) any water","Intermediate (6-17 yrs)","None",-34.724473,19.765102,83,563,23,10,16,"Dry season",Y,N,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam101_230705,"Not available","Not available","Not available",-34.7244,19.7652,83,710,23,7,5,"Wet season",Y,N,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam079_230811,"Not available","Not available","Not available",-34.0576,23.2229,82,715,23,8,11,"Wet season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam079_231117,"Not near (100 m) any water","Old (> 17 yrs)","None",-34.057588,23.222817,82,722,23,11,17,"Dry season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam050_230705,"Not available","Not available","Not available",-32.1483,18.9405,81,1304,23,7,5,"Wet season",Y,N,,"Shrubland-Fynbos","Medium: 500-1000 m","No data or No Fire"
s2lam176_231123,"Not near (100 m) any water","Intermediate (6-17 yrs)","Scattered to Medium",-32.148283,18.940516,81,429,23,11,23,"Dry season",Y,N,,"Shrubland-Fynbos","Medium: 500-1000 m","No data or No Fire"
s2lam038_231110,"Not near (100 m) any water","Old (> 17 yrs)","None",-33.943021,23.142143,80,716,23,11,10,"Dry season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam093_230804,"Not available","Not available","Not available",-33.9431,23.1421,80,726,23,8,4,"Wet season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam027_231103,"Within 50 m of a river or stream","Intermediate (6-17 yrs)","Rare to Very Scattered",-34.085742,18.420298,79,577,23,11,3,"Dry season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam051_230717,"Not available","Not available","Not available",-34.085749,18.420383,79,1143,23,7,17,"Wet season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam078_231028,"Not near (100 m) any water","Intermediate (6-17 yrs)","None",-34.73331,19.678198,78,984,23,10,28,"Dry season",Y,N,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam084_230820,"Not available","Not available","Not available",-34.733332,19.6782,78,856,23,8,20,"Wet season",Y,N,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam073_231010,"Within 50 m of a river or stream","Old (> 17 yrs)","Scattered to Medium",-33.911895,19.885568,77,1007,23,10,10,"Dry season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam136_230727,"Not available","Not available","Not available",-33.911772,19.885455,77,998,23,7,27,"Wet season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam067_230713,"Not available","Not available","Not available",-33.2704,22.0515,76,834,23,7,13,"Wet season",Y,N,,"Shrubland-Karoo","Medium: 500-1000 m","No data or No Fire"
s2lam149_231013,"Not near (100 m) any water","Not available","None",-33.270342,22.051455,76,958,23,10,13,"Dry season",Y,N,,"Shrubland-Karoo","Medium: 500-1000 m","No data or No Fire"
s2lam149_230707,"Not available","Not available","Not available",-33.5653,23.3765,75,325,23,7,7,"Wet season",Y,Y,,"Shrubland-Fynbos","High: >1000 m","No data or No Fire"
s2lam159_231003,"Not near (100 m) any water","Not available","None",-33.56526,23.376463,75,820,23,10,3,"Dry season",Y,Y,,"Shrubland-Fynbos","High: >1000 m","No data or No Fire"
s2lam108_231019,"Not available","Not available","Not available",-33.66368,21.640216,74,1010,23,10,19,"Dry season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","6-to-12 years"
s2lam115_230726,"Not available","Not available","Not available",-33.6636,21.640372,74,1000,23,7,26,"Wet season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","6-to-12 years"
s2lam117_231005,"Within 50 m of a river or stream","Old (> 17 yrs)","None",-33.345622,21.818577,73,873,23,10,5,"Dry season",Y,N,,"Shrubland-Fynbos","Medium: 500-1000 m","No data or No Fire"
s2lam119_230815,"Not available","Not available","Not available",-33.3456,21.818577,73,1142,23,8,15,"Wet season",Y,N,,"Shrubland-Fynbos","Medium: 500-1000 m","No data or No Fire"
s2lam029_230726,"Not available","Not available","Not available",-33.6823,21.648185,72,998,23,7,26,"Wet season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","6-to-12 years"
s2lam082_231019,"Not available","Not available","Not available",-33.682301,21.648161,72,1010,23,10,19,"Dry season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","6-to-12 years"
s2lam026_230605,"Not available","Not available","Not available",-33.6452,22.953783,71,1023,23,6,5,"Wet season",Y,Y,,"Forest-Woodland","High: >1000 m","1-to-6 years"
s2lam125_231122,"Not near (100 m) any water","Young (burned, < 6 yrs)","Rare to Very Scattered",-33.645426,22.953788,71,883,23,11,22,"Dry season",Y,Y,,"Forest-Woodland","High: >1000 m","1-to-6 years"
s2lam055_230907,"Not available","Not available","Not available",-33.689714,19.093818,70,994,23,9,7,"Wet season",Y,N,"Seep","Shrubland-Fynbos","High: >1000 m","1-to-6 years"
s2lam055_231018,"In or near (10 m) seep","Young (burned, < 6 yrs)","Rare to Very Scattered",-33.689759,19.093701,70,1000,23,10,18,"Dry season",Y,N,"Seep","Shrubland-Fynbos","High: >1000 m","1-to-6 years"
s2lam076_230809,"Not available","Not available","Not available",-33.914797,23.144992,69,696,23,8,9,"Wet season",Y,Y,,"Forest-Woodland","Medium: 500-1000 m","No data or No Fire"
s2lam138_231117,"Not near (100 m) any water","Old (> 17 yrs)","None",-33.914805,23.14512,69,565,23,11,17,"Dry season",Y,Y,,"Forest-Woodland","Medium: 500-1000 m","No data or No Fire"
s2lam138_230809,"Not available","Not available","Not available",-33.678,23.1473,68,703,23,8,9,"Wet season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","No data or No Fire"
s2lam151_231117,"Within 50 m of a river or stream","Old (> 17 yrs)","None",-33.678003,23.147408,68,571,23,11,17,"Dry season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","No data or No Fire"
s2lam084_230725,"Not available","Not available","Not available",-34.373714,20.5177,67,747,23,7,25,"Wet season",Y,Y,,"Wetland","Low: 0-500 m","25+ years"
s2lam105_231110,"In or near (25 m) wetland","Young (burned, < 6 yrs)","Rare to Very Scattered",-34.373935,20.51794,67,727,23,11,10,"Dry season",Y,Y,,"Wetland","Low: 0-500 m","25+ years"
s2lam016_230703,"Not available","Not available","Not available",-33.9739,23.3971,66,569,23,7,3,"Wet season",Y,N,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam038_231011,"Not near (100 m) any water","Old (> 17 yrs)","None",-33.97393,23.39704,66,724,23,10,11,"Dry season",Y,N,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam016_230829,"Not available","Not available","Not available",-33.957382,23.569836,65,1149,23,8,29,"Wet season",Y,Y,,"Agriculture","Low: 0-500 m","No data or No Fire"
s2lam038_231130,"Not near (100 m) any water","Old (> 17 yrs)","Rare to Very Scattered",-33.957406,23.569838,65,868,23,11,30,"Dry season",Y,Y,,"Agriculture","Low: 0-500 m","No data or No Fire"
s2lam088_231011,"Not near (100 m) any water","Intermediate (6-17 yrs)","None",-33.987441,23.392195,64,727,23,10,11,"Dry season",Y,Y,,"Forest-Woodland","Low: 0-500 m","6-to-12 years"
s2lam114_230703,"Not available","Not available","Not available",-33.987439,23.3922,64,571,23,7,3,"Wet season",Y,Y,,"Forest-Woodland","Low: 0-500 m","6-to-12 years"
s2lam016_231011,"Not near (100 m) any water","Old (> 17 yrs)","None",-34.001699,23.404389,63,722,23,10,11,"Dry season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam104_230703,"Not available","Not available","Not available",-34.0017,23.404362,63,571,23,7,3,"Wet season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam074_230703,"Not available","Not available","Not available",-33.9867,23.394456,62,569,23,7,3,"Wet season",Y,Y,,"Forest-Woodland","Low: 0-500 m","25+ years"
s2lam114_231011,"Not near (100 m) any water","Intermediate (6-17 yrs)","None",-33.986691,23.394443,62,727,23,10,11,"Dry season",Y,Y,,"Forest-Woodland","Low: 0-500 m","25+ years"
s2lam111_230707,"Not available","Not available","Not available",-33.5887,23.423382,61,1124,23,7,7,"Wet season",Y,Y,,"Shrubland-Fynbos","High: >1000 m","No data or No Fire"
s2lam138_230930,"Within 50 m of a river or stream","Intermediate (6-17 yrs)","None",-33.588717,23.423347,61,1144,23,9,30,"Dry season",Y,Y,,"Shrubland-Fynbos","High: >1000 m","No data or No Fire"
s2lam111_231108,"Not near (100 m) any water","Intermediate (6-17 yrs)","None",-33.543138,23.907712,60,859,23,11,8,"Dry season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","No data or No Fire"
s2lam158_230822,"Not available","Not available","Not available",-33.5431,23.9077,60,697,23,8,22,"Wet season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","No data or No Fire"
s2lam074_230718,"Not available","Not available","Not available",-34.082254,22.960855,59,574,23,7,18,"Wet season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam088_231027,"Not near (100 m) any water","Old (> 17 yrs)","Scattered to Medium",-34.082229,22.960842,59,720,23,10,27,"Dry season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam047_231107,"Not near (100 m) any water","Young (burned, < 6 yrs)","Rare to Very Scattered",-34.355985,18.858381,58,1121,23,11,7,"Dry season",Y,N,,"Shrubland-Fynbos","Low: 0-500 m","1-to-6 years"
s2lam096_230823,"Not available","Not available","Not available",-34.3561,18.8584,58,700,23,8,23,"Wet season",Y,N,,"Shrubland-Fynbos","Low: 0-500 m","1-to-6 years"
s2lam023_230727,"Not available","Not available","Not available",-33.9172,19.884265,57,1000,23,7,27,"Wet season",Y,Y,,"Grassland","Low: 0-500 m","No data or No Fire"
s2lam051_231010,"Not near (100 m) any water","Intermediate (6-17 yrs)","None",-33.917263,19.884328,57,1009,23,10,10,"Dry season",Y,Y,,"Grassland","Low: 0-500 m","No data or No Fire"
s2lam077_231128,"Not near (100 m) any water","Intermediate (6-17 yrs)","None",-33.162866,18.127556,56,1281,23,11,28,"Dry season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam096_230807,"Not available","Not available","Not available",-33.1629,18.1276,56,1141,23,8,7,"Wet season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam076_231025,"Not near (100 m) any water","Not available","None",-33.443832,20.807768,55,587,23,10,25,"Dry season",Y,Y,,"Shrubland-Karoo","Medium: 500-1000 m","No data or No Fire"
s2lam125_230725,"Not available","Not available","Not available",-33.44379,20.80778,55,894,23,7,25,"Wet season",Y,Y,,"Shrubland-Karoo","Medium: 500-1000 m","No data or No Fire"
s2lam135_230725,"Not available","Not available","Not available",-33.4438,20.80778,55,983,23,7,25,"Wet season",Y,Y,,"Shrubland-Karoo","Medium: 500-1000 m","No data or No Fire"
s2lam052_231115,"Not near (100 m) any water","Intermediate (6-17 yrs)","Rare to Very Scattered",-34.104815,18.445317,54,597,23,11,15,"Dry season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam071_230717,"Not available","Not available","Not available",-34.104813,18.445337,54,1153,23,7,17,"Wet season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam026_230725,"Not available","Not available","Not available",-34.4096,20.577581,53,730,23,7,25,"Wet season",Y,Y,,"Agriculture","Low: 0-500 m","6-to-12 years"
s2lam116_231110,"Not near (100 m) any water","Young (burned, < 6 yrs)","None",-34.409568,20.57758,53,723,23,11,10,"Dry season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","6-to-12 years"
s2lam155_231013,"Not near (100 m) any water","Young (burned, < 6 yrs)","None",-33.358053,22.054115,52,1001,23,10,13,"Dry season",Y,Y,,"Grassland","High: >1000 m","6-to-12 years"
s2lam156_230713,"Not available","Not available","Not available",-33.3581,22.0541,52,586,23,7,13,"Wet season",Y,Y,,"Grassland","High: >1000 m","6-to-12 years"
s2lam125_231107,"Not near (100 m) any water","Intermediate (6-17 yrs)","None",-33.53765,23.70959,51,871,23,11,7,"Dry season",Y,Y,,"Shrubland-Fynbos","High: >1000 m","No data or No Fire"
s2lam158_230812,"Not available","Not available","Not available",-33.537638,23.70958,51,1001,23,8,12,"Wet season",Y,Y,,"Shrubland-Fynbos","High: >1000 m","No data or No Fire"
s2lam142_231113,"Not near (100 m) any water","Old (> 17 yrs)","None",-33.512737,23.877668,50,997,23,11,13,"Dry season",Y,Y,,"Grassland","Medium: 500-1000 m","No data or No Fire"
s2lam160_230821,"Not available","Not available","Not available",-33.512725,23.877662,50,823,23,8,21,"Wet season",Y,Y,,"Grassland","Medium: 500-1000 m","No data or No Fire"
s2lam084_231110,"Not near (100 m) any water","Young (burned, < 6 yrs)","Rare to Very Scattered",-34.400334,20.555894,49,724,23,11,10,"Dry season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","25+ years"
s2lam105_230725,"Not available","Not available","Not available",-34.400341,20.5559,49,738,23,7,25,"Wet season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","25+ years"
s2lam026_231029,"Within 50 m of a river or stream","Old (> 17 yrs)","None",-34.676853,19.64181,48,997,23,10,29,"Dry season",Y,N,"Seep","Agriculture","Low: 0-500 m","No data or No Fire"
s2lam081_230630,"Not available","Not available","Not available",-34.6769,19.64177,48,553,23,6,30,"Wet season",Y,N,"Seep","Agriculture","Low: 0-500 m","No data or No Fire"
s2lam074_231011,"Not near (100 m) any water","Intermediate (6-17 yrs)","None",-33.984909,23.388376,47,728,23,10,11,"Dry season",Y,Y,,"Agriculture","Low: 0-500 m","No data or No Fire"
s2lam093_230703,"Not available","Not available","Not available",-33.9849,23.3884,47,569,23,7,3,"Wet season",Y,Y,,"Agriculture","Low: 0-500 m","No data or No Fire"
s2lam052_230702,"Not available","Not available","Not available",-34.10104,18.447066,46,583,23,7,2,"Wet season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam184_231124,"Not near (100 m) any water","Young (burned, < 6 yrs)","None",-34.101002,18.447055,46,438,23,11,24,"Dry season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam147_230721,"Not available","Not available","Not available",-33.908915,22.0235,45,709,23,7,21,"Wet season",Y,N,,"Forest-Woodland","Medium: 500-1000 m","1-to-6 years"
s2lam148_231114,"Not near (100 m) any water","Intermediate (6-17 yrs)","Rare to Very Scattered",-33.908868,22.023463,45,583,23,11,14,"Dry season",Y,N,,"Forest-Woodland","Medium: 500-1000 m","1-to-6 years"
s2lam125_230713,"Not available","Not available","Not available",-33.354623,22.051863,44,875,23,7,13,"Wet season",Y,Y,,"Grassland","High: >1000 m","6-to-12 years"
s2lam144_231013,"Not near (100 m) any water","Young (burned, < 6 yrs)","None",-33.354563,22.051887,44,998,23,10,13,"Dry season",Y,Y,,"Grassland","High: >1000 m","6-to-12 years"
s2lam093_230811,"Not available","Not available","Not available",-34.042139,23.192287,43,713,23,8,11,"Wet season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam107_231117,"Not near (100 m) any water","Old (> 17 yrs)","None",-34.042136,23.192225,43,726,23,11,17,"Dry season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam045_231022,"Not near (100 m) any water","Old (> 17 yrs)","None",-34.454242,20.431411,42,574,23,10,22,"Dry season",Y,Y,"Depression","Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam121_230822,"Not available","Not available","Not available",-34.454228,20.431365,42,728,23,8,22,"Wet season",Y,Y,"Depression","Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam082_231106,"Not available","Not available","Not available",-33.673542,21.548363,41,1130,23,11,6,"Dry season",Y,N,,"Shrubland-Fynbos","High: >1000 m","1-to-6 years"
s2lam087_230808,"Not available","Not available","Not available",-33.6736,21.548387,41,977,23,8,8,"Wet season",Y,N,,"Shrubland-Fynbos","High: >1000 m","1-to-6 years"
s2lam060_231106,"Within 50 m of a river or stream","Intermediate (6-17 yrs)","None",-33.54812,23.719242,40,881,23,11,6,"Dry season",Y,Y,,"Grassland","Medium: 500-1000 m","No data or No Fire"
s2lam154_230811,"Not available","Not available","Not available",-33.548127,23.7192,40,1003,23,8,11,"Wet season",Y,Y,,"Grassland","Medium: 500-1000 m","No data or No Fire"
s2lam015_231128,"Not near (100 m) any water","Intermediate (6-17 yrs)","None",-33.113294,18.074722,39,1281,23,11,28,"Dry season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam073_230807,"Not available","Not available","Not available",-33.113319,18.0747,39,1110,23,8,7,"Wet season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam042_230705,"Not available","Not available","Not available",-33.9195,19.1618,38,590,23,7,5,"Wet season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","No data or No Fire"
s2lam185_231123,"Not near (100 m) any water","Intermediate (6-17 yrs)","Rare to Very Scattered",-33.919364,19.161827,38,432,23,11,23,"Dry season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","No data or No Fire"
s2lam127_231005,"Within 50 m of a river or stream","Young (burned, < 6 yrs)","None",-33.346575,21.973268,37,980,23,10,5,"Dry season",Y,Y,,"Shrubland-Fynbos","High: >1000 m","17-to-25 years"
s2lam128_230815,"Not available","Not available","Not available",-33.3467,21.9732,37,1137,23,8,15,"Wet season",Y,Y,,"Shrubland-Fynbos","High: >1000 m","17-to-25 years"
s2lam027_230807,"Not available","Not available","Not available",-33.1186,18.076755,36,1114,23,8,7,"Wet season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam056_231128,"Not near (100 m) any water","Intermediate (6-17 yrs)","None",-33.118582,18.076745,36,1178,23,11,28,"Dry season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam076_231013,"Within 50 m of a river or stream","Intermediate (6-17 yrs)","Rare to Very Scattered",-33.361693,22.077203,35,1012,23,10,13,"Dry season",Y,Y,,"Forest-Woodland","High: >1000 m","6-to-12 years"
s2lam159_230713,"Not available","Not available","Not available",-33.3617,22.0772,35,886,23,7,13,"Wet season",Y,Y,,"Forest-Woodland","High: >1000 m","6-to-12 years"
s2lam158_231203,"In or near (25 m) wetland","Not available","Rare to Very Scattered",-33.584825,23.401063,34,1858,23,12,3,"Dry season",Y,Y,,"Shrubland-Fynbos","High: >1000 m","No data or No Fire"
s2lam037_230705,"Not available","Not available","Not available",-32.153315,19.0312,33,1271,23,7,5,"Wet season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","6-to-12 years"
s2lam182_231122,"Not near (100 m) any water","Young (burned, < 6 yrs)","Rare to Very Scattered",-32.153341,19.031245,33,423,23,11,22,"Dry season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","6-to-12 years"
s2lam098_231117,"In or near (25 m) wetland","Old (> 17 yrs)","None",-34.704917,20.09102,32,544,23,11,17,"Dry season",Y,Y,"Estuary","Agriculture","Low: 0-500 m","No data or No Fire"
s2lam161_230807,"Not available","Not available","Not available",-34.7049,20.091,32,576,23,8,7,"Wet season",Y,Y,"Estuary","Agriculture","Low: 0-500 m","No data or No Fire"
s2lam125_231001,"Within 50 m of a river or stream","Intermediate (6-17 yrs)","None",-33.608497,23.432418,31,1007,23,10,1,"Dry season",Y,N,,"Shrubland-Fynbos","High: >1000 m","No data or No Fire"
s2lam143_230717,"Not available","Not available","Not available",-33.6085,23.432383,31,1477,23,7,17,"Wet season",Y,N,,"Shrubland-Fynbos","High: >1000 m","No data or No Fire"
s2lam093_231125,"Not near (100 m) any water","Old (> 17 yrs)","None",-33.983027,23.54273,30,595,23,11,25,"Dry season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam104_230818,"Not available","Not available","Not available",-33.983,23.542755,30,885,23,8,18,"Wet season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam001_230815,"Not available","Not available","Not available",-33.34112,21.8571,29,1137,23,8,15,"Wet season",Y,N,,"Shrubland-Fynbos","Medium: 500-1000 m","6-to-12 years"
s2lam143_231005,"Not near (100 m) any water","Old (> 17 yrs)","None",-33.341178,21.857118,29,861,23,10,5,"Dry season",Y,N,,"Shrubland-Fynbos","Medium: 500-1000 m","6-to-12 years"
s2lam123_230812,"Not available","Not available","Not available",-34.8032,19.9755,28,711,23,8,12,"Wet season",Y,N,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam126_231010,"Not near (100 m) any water","Old (> 17 yrs)","None",-34.803108,19.97553,28,695,23,10,10,"Dry season",Y,N,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam158_231005,"Not near (100 m) any water","Intermediate (6-17 yrs)","None",-33.341935,22.00474,27,808,23,10,5,"Dry season",Y,N,,"Shrubland-Fynbos","High: >1000 m","6-to-12 years"
s2lam159_230815,"Not available","Not available","Not available",-33.342,22.0047,27,1180,23,8,15,"Wet season",Y,N,,"Shrubland-Fynbos","High: >1000 m","6-to-12 years"
s2lam117_230809,"Not available","Not available","Not available",-33.758,23.1615,26,743,23,8,9,"Wet season",Y,Y,,"Shrubland-Fynbos","High: >1000 m","No data or No Fire"
s2lam127_231117,"Not near (100 m) any water","Intermediate (6-17 yrs)","Rare to Very Scattered",-33.757927,23.161587,26,566,23,11,17,"Dry season",Y,Y,,"Shrubland-Fynbos","High: >1000 m","No data or No Fire"
s2lam041_231011,"Within 50 m of a river or stream","Old (> 17 yrs)","None",-33.986581,23.39879,25,723,23,10,11,"Dry season",Y,Y,"Estuary","Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam088_230703,"Not available","Not available","Not available",-33.986436,23.398877,25,571,23,7,3,"Wet season",Y,Y,"Estuary","Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam006_230705,"Not available","Not available","Not available",-33.9229,19.158357,24,589,23,7,5,"Wet season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","1-to-6 years"
s2lam187_231123,"Not near (100 m) any water","Young (burned, < 6 yrs)","Rare to Very Scattered",-33.922845,19.158364,24,433,23,11,23,"Dry season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","1-to-6 years"
s2lam104_231004,"Not near (100 m) any water","Old (> 17 yrs)","None",-33.981121,22.714095,23,719,23,10,4,"Dry season",Y,N,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam107_230617,"Not available","Not available","Not available",-33.98111,22.7141,23,114,23,6,17,"Wet season",Y,N,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam003_231115,"Not near (100 m) any water","Intermediate (6-17 yrs)","Rare to Very Scattered",-34.110983,18.435961,22,586,23,11,15,"Dry season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
