SiteID,FieldWetlandType,FieldVeldAge,FieldAliensWithin20m,Latitude,Longitude,PairID,RecordingNum,Year,Month,Day,Campaign,AVIRIS,LVIS,WetlandType,LandCoverClass,ElevationClass,FireClass
s2lam085_230703,"Not available","Not available","Not available",-34.00035,18.954167,374,989,23,7,3,"Wet season",Y,N,,"Forest-Woodland","Medium: 500-1000 m","1-to-6 years"
s2lam096_231027,"Within 50 m of a river or stream","Old (> 17 yrs)","None",-34.000443,18.954147,374,1001,23,10,27,"Dry season",Y,N,,"Forest-Woodland","Medium: 500-1000 m","1-to-6 years"
s2lam016_231117,"Within 50 m of a river or stream","Old (> 17 yrs)","None",-34.033817,23.198472,373,725,23,11,17,"Dry season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam107_230811,"Not available","Not available","Not available",-34.033775,23.198415,373,715,23,8,11,"Wet season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam074_231004,"Not near (100 m) any water","Young (burned, < 6 yrs)","None",-33.990618,22.726437,372,719,23,10,4,"Dry season",Y,N,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam104_230617,"Not available","Not available","Not available",-33.9906,22.726467,372,542,23,6,17,"Wet season",Y,N,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam002_231103,"Within 50 m of a river or stream","Intermediate (6-17 yrs)","Rare to Very Scattered",-34.075813,18.402034,371,555,23,11,3,"Dry season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam068_230717,"Not available","Not available","Not available",-34.075806,18.402023,371,1155,23,7,17,"Wet season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam123_231028,"Not near (100 m) any water","Old (> 17 yrs)","Rare to Very Scattered",-34.735711,19.664586,370,1015,23,10,28,"Dry season",Y,N,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam129_230820,"Not available","Not available","Not available",-34.73573,19.664601,370,855,23,8,20,"Wet season",Y,N,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam128_230809,"Not available","Not available","Not available",-33.830925,23.1796,369,726,23,8,9,"Wet season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","No data or No Fire"
s2lam131_231117,"Not near (100 m) any water","Intermediate (6-17 yrs)","Scattered to Medium",-33.831028,23.179633,369,565,23,11,17,"Dry season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam038_231125,"Not near (100 m) any water","Old (> 17 yrs)","None",-33.977212,23.571202,368,590,23,11,25,"Dry season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam093_230818,"Not available","Not available","Not available",-33.977215,23.5712,368,867,23,8,18,"Wet season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam045_231117,"Not near (100 m) any water","Old (> 17 yrs)","Dense to Closed",-34.706518,20.097313,367,535,23,11,17,"Dry season",Y,Y,,"Agriculture","Low: 0-500 m","No data or No Fire"
s2lam141_230807,"Not available","Not available","Not available",-34.70654,20.0973,367,574,23,8,7,"Wet season",Y,Y,,"Agriculture","Low: 0-500 m","No data or No Fire"
s2lam026_230630,"Not available","Not available","Not available",-34.664639,19.648163,366,566,23,6,30,"Wet season",Y,N,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam105_231029,"Not near (100 m) any water","Intermediate (6-17 yrs)","None",-34.664674,19.648086,366,989,23,10,29,"Dry season",Y,N,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam121_231125,"Not near (100 m) any water","Old (> 17 yrs)","None",-34.730745,19.949485,365,590,23,11,25,"Dry season",Y,N,,"Agriculture","Low: 0-500 m","No data or No Fire"
s2lam141_230813,"Not available","Not available","Not available",-34.730742,19.949452,365,652,23,8,13,"Wet season",Y,N,,"Agriculture","Low: 0-500 m","No data or No Fire"
s2lam046_230826,"Not available","Not available","Not available",-33.0058,19.053067,364,709,23,8,26,"Wet season",Y,Y,,"Forest-Woodland","High: >1000 m","6-to-12 years"
s2lam046_231025,"Not near (100 m) any water","Intermediate (6-17 yrs)","None",-33.005776,19.053061,364,697,23,10,25,"Dry season",Y,Y,,"Forest-Woodland","High: >1000 m","6-to-12 years"
s2lam125_230803,"Not available","Not available","Not available",-33.4695,20.7191,363,572,23,8,3,"Wet season",Y,Y,,"Shrubland-Karoo","Medium: 500-1000 m","No data or No Fire"
s2lam154_231025,"Not near (100 m) any water","Old (> 17 yrs)","None",-33.469463,20.719155,363,853,23,10,25,"Dry season",Y,Y,,"Shrubland-Karoo","Medium: 500-1000 m","No data or No Fire"
s2lam128_231014,"Within 50 m of a river or stream","Intermediate (6-17 yrs)","None",-33.619727,23.444398,362,1123,23,10,14,"Dry season",Y,N,,"Shrubland-Fynbos","High: >1000 m","No data or No Fire"
s2lam155_230717,"Not available","Not available","Not available",-33.6197,23.4444,362,1441,23,7,17,"Wet season",Y,N,,"Shrubland-Fynbos","High: >1000 m","No data or No Fire"
s2lam120_230710,"Not available","Not available","Not available",-34.0646,20.4391,361,1302,23,7,10,"Wet season",Y,N,,"Wetland","Low: 0-500 m","No data or No Fire"
s2lam148_231009,"In or near (10 m) seep","Intermediate (6-17 yrs)","None",-34.064732,20.43924,361,1022,23,10,9,"Dry season",Y,N,,"Wetland","Low: 0-500 m","No data or No Fire"
s2lam030_230704,"Not available","Not available","Not available",-32.3964,19.0871,360,1272,23,7,4,"Wet season",Y,N,,"Shrubland-Fynbos","Medium: 500-1000 m","12-to-17 years"
s2lam168_231122,"Not near (100 m) any water","Young (burned, < 6 yrs)","None",-32.396407,19.087181,360,430,23,11,22,"Dry season",Y,N,,"Shrubland-Fynbos","Medium: 500-1000 m","12-to-17 years"
s2lam143_231025,"Not near (100 m) any water","Not available","Rare to Very Scattered",-33.442173,20.76316,359,855,23,10,25,"Dry season",Y,N,,"Shrubland-Karoo","Medium: 500-1000 m","No data or No Fire"
s2lam159_230725,"Not available","Not available","Not available",-33.4422,20.7631,359,1013,23,7,25,"Wet season",Y,N,,"Shrubland-Karoo","Medium: 500-1000 m","No data or No Fire"
s2lam040_231130,"Not near (100 m) any water","Old (> 17 yrs)","None",-33.945995,23.624932,358,847,23,11,30,"Dry season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam079_230829,"Not available","Not available","Not available",-33.946077,23.6249,358,1143,23,8,29,"Wet season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam105_230820,"Not available","Not available","Not available",-34.746171,19.654163,357,854,23,8,20,"Wet season",Y,N,,"Shrubland-Fynbos","Low: 0-500 m","12-to-17 years"
s2lam116_231028,"Not near (100 m) any water","Old (> 17 yrs)","None",-34.746177,19.654136,357,1010,23,10,28,"Dry season",Y,N,,"Shrubland-Fynbos","Low: 0-500 m","12-to-17 years"
s2lam103_231114,"Not available","Not available","Not available",-33.73812,21.672266,356,864,23,11,14,"Dry season",Y,N,"River","Bare","Low: 0-500 m","No data or No Fire"
s2lam162_230822,"Not available","Not available","Not available",-33.738029,21.672257,356,989,23,8,22,"Wet season",Y,N,"River","Grassland","Low: 0-500 m","No data or No Fire"
s2lam060_231113,"Not near (100 m) any water","Not available","None",-33.519628,23.877142,355,998,23,11,13,"Dry season",Y,Y,,"Shrubland","Medium: 500-1000 m","No data or No Fire"
s2lam111_230821,"Not available","Not available","Not available",-33.519623,23.8771,355,823,23,8,21,"Wet season",Y,Y,,"Shrubland","Medium: 500-1000 m","No data or No Fire"
s2lam127_230728,"Not available","Not available","Not available",-33.4904,23.6228,354,1864,23,7,28,"Wet season",Y,N,,"Shrubland-Fynbos","High: >1000 m","No data or No Fire"
s2lam135_231016,"Not near (100 m) any water","Intermediate (6-17 yrs)","None",-33.490352,23.62288,354,1163,23,10,16,"Dry season",Y,N,,"Shrubland-Fynbos","High: >1000 m","No data or No Fire"
s2lam063_230822,"Not available","Not available","Not available",-34.461645,20.4306,353,732,23,8,22,"Wet season",Y,Y,"Depression","Shrubland-Fynbos","Low: 0-500 m","25+ years"
s2lam126_231022,"In or near (25 m) wetland","Intermediate (6-17 yrs)","None",-34.461662,20.430646,353,575,23,10,22,"Dry season",Y,Y,"Depression","Shrubland-Fynbos","Low: 0-500 m","25+ years"
s2lam039_231005,"Not near (100 m) any water","Young (burned, < 6 yrs)","None",-33.344662,21.916993,352,414,23,10,5,"Dry season",Y,N,,"Shrubland-Fynbos","High: >1000 m","6-to-12 years"
s2lam138_230815,"Not available","Not available","Not available",-33.344728,21.916987,352,1138,23,8,15,"Wet season",Y,N,,"Shrubland-Fynbos","High: >1000 m","6-to-12 years"
s2lam032_230808,"Not available","Not available","Not available",-33.670513,21.544025,351,976,23,8,8,"Wet season",Y,N,,"Shrubland-Fynbos","High: >1000 m","1-to-6 years"
s2lam122_231106,"Not available","Not available","Not available",-33.67048,21.543973,351,1131,23,11,6,"Dry season",Y,N,,"Shrubland-Fynbos","High: >1000 m","1-to-6 years"
s2lam120_230812,"Not available","Not available","Not available",-34.734,19.969982,350,711,23,8,12,"Wet season",Y,N,"Estuary","Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam123_231125,"Not near (100 m) any water","Old (> 17 yrs)","Rare to Very Scattered",-34.73398,19.969947,350,573,23,11,25,"Dry season",Y,N,"Estuary","Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam128_230802,"Not available","Not available","Not available",-33.5081,20.6507,349,718,23,8,2,"Wet season",Y,N,,"Shrubland-Fynbos","High: >1000 m","1-to-6 years"
s2lam160_231026,"In or near (10 m) seep","Young (burned, < 6 yrs)","None",-33.50808,20.650743,349,855,23,10,26,"Dry season",Y,N,,"Shrubland-Fynbos","High: >1000 m","1-to-6 years"
s2lam131_230802,"Not available","Not available","Not available",-33.5048,20.666078,348,718,23,8,2,"Wet season",Y,N,,"Shrubland-Fynbos","High: >1000 m","1-to-6 years"
s2lam137_231026,"Within 50 m of a river or stream","Intermediate (6-17 yrs)","None",-33.50481,20.666133,348,854,23,10,26,"Dry season",Y,N,,"Shrubland-Fynbos","High: >1000 m","1-to-6 years"
s2lam128_230930,"Within 50 m of a river or stream","Intermediate (6-17 yrs)","None",-33.591572,23.415447,347,1144,23,9,30,"Dry season",Y,Y,,"Shrubland-Fynbos","High: >1000 m","No data or No Fire"
s2lam143_230707,"Not available","Not available","Not available",-33.5916,23.415483,347,1124,23,7,7,"Wet season",Y,Y,,"Shrubland-Fynbos","High: >1000 m","No data or No Fire"
s2lam119_231016,"Within 50 m of a river or stream","Not available","None",-33.519843,23.664122,346,1167,23,10,16,"Dry season",Y,N,,"Shrubland-Fynbos","Medium: 500-1000 m","No data or No Fire"
s2lam160_230728,"Not available","Not available","Not available",-33.51985,23.6641,346,1863,23,7,28,"Wet season",Y,N,,"Shrubland-Fynbos","Medium: 500-1000 m","No data or No Fire"
s2lam101_231028,"In or near (25 m) wetland","Old (> 17 yrs)","None",-34.741543,19.658924,345,1011,23,10,28,"Dry season",Y,N,"Depression","Shrubland-Fynbos","Low: 0-500 m","12-to-17 years"
s2lam126_230820,"Not available","Not available","Not available",-34.741527,19.6588,345,854,23,8,20,"Wet season",Y,N,"Seep","Shrubland-Fynbos","Low: 0-500 m","12-to-17 years"
s2lam104_230804,"Not available","Not available","Not available",-33.948147,23.142793,344,729,23,8,4,"Wet season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam107_231110,"Not near (100 m) any water","Old (> 17 yrs)","None",-33.94817,23.142734,344,717,23,11,10,"Dry season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam046_231106,"Not near (100 m) any water","Intermediate (6-17 yrs)","None",-32.436223,19.179288,343,696,23,11,6,"Dry season",Y,N,,"Shrubland-Fynbos","Medium: 500-1000 m","6-to-12 years"
s2lam083_230805,"Not available","Not available","Not available",-32.436214,19.17926,343,765,23,8,5,"Wet season",Y,N,,"Shrubland-Fynbos","Medium: 500-1000 m","6-to-12 years"
s2lam074_231103,"Not near (100 m) any water","Old (> 17 yrs)","None",-33.912325,22.965745,342,716,23,11,3,"Dry season",Y,N,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam107_230725,"Not available","Not available","Not available",-33.912348,22.9657,342,1009,23,7,25,"Wet season",Y,N,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam119_230802,"Not available","Not available","Not available",-33.501017,20.7155,341,718,23,8,2,"Wet season",Y,N,,"Shrubland-Fynbos","High: >1000 m","1-to-6 years"
s2lam151_231026,"Not near (100 m) any water","Young (burned, < 6 yrs)","None",-33.500992,20.715478,341,855,23,10,26,"Dry season",Y,N,,"Shrubland-Fynbos","High: >1000 m","1-to-6 years"
s2lam001_230809,"Not available","Not available","Not available",-33.91151,23.13604,340,691,23,8,9,"Wet season",Y,Y,,"Forest-Woodland","Medium: 500-1000 m","1-to-6 years"
s2lam119_231117,"Not near (100 m) any water","Intermediate (6-17 yrs)","Rare to Very Scattered",-33.91147,23.136082,340,565,23,11,17,"Dry season",Y,Y,,"Forest-Woodland","Medium: 500-1000 m","1-to-6 years"
s2lam038_230804,"Not available","Not available","Not available",-33.951202,23.160211,339,723,23,8,4,"Wet season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam093_231110,"Not near (100 m) any water","Old (> 17 yrs)","None",-33.951098,23.160279,339,716,23,11,10,"Dry season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam067_231005,"Not near (100 m) any water","Young (burned, < 6 yrs)","None",-33.345115,21.991305,338,813,23,10,5,"Dry season",Y,Y,,"Agriculture","High: >1000 m","12-to-17 years"
s2lam117_230815,"Not available","Not available","Not available",-33.345123,21.9913,338,1177,23,8,15,"Wet season",Y,Y,,"Agriculture","High: >1000 m","12-to-17 years"
s2lam039_230822,"Not available","Not available","Not available",-33.513518,23.9154,337,593,23,8,22,"Wet season",Y,Y,,"Wetland","Medium: 500-1000 m","No data or No Fire"
s2lam160_231107,"Not near (100 m) any water","Old (> 17 yrs)","None",-33.513562,23.91533,337,960,23,11,7,"Dry season",Y,Y,,"Wetland","Medium: 500-1000 m","No data or No Fire"
s2lam127_230811,"Not available","Not available","Not available",-33.5344,23.7352,336,1008,23,8,11,"Wet season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","No data or No Fire"
s2lam137_231106,"Not near (100 m) any water","Intermediate (6-17 yrs)","None",-33.534408,23.735087,336,947,23,11,6,"Dry season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","No data or No Fire"
s2lam010_231103,"Within 50 m of a river or stream","Intermediate (6-17 yrs)","Rare to Very Scattered",-34.08651,18.416975,335,558,23,11,3,"Dry season",Y,Y,"Seep","Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam069_230717,"Not available","Not available","Not available",-34.0865,18.41699,335,1160,23,7,17,"Wet season",Y,Y,"Seep","Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam054_230630,"Not available","Not available","Not available",-34.6571,19.6213,334,567,23,6,30,"Wet season",Y,N,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam063_231029,"Not near (100 m) any water","Old (> 17 yrs)","None",-34.657169,19.621429,334,981,23,10,29,"Dry season",Y,N,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam005_231113,"Within 50 m of a river or stream","Young (burned, < 6 yrs)","Rare to Very Scattered",-33.884555,22.439743,333,560,23,11,13,"Dry season",Y,N,,"Shrubland-Fynbos","Medium: 500-1000 m","1-to-6 years"
s2lam061_230814,"Not available","Not available","Not available",-33.8847,22.4398,333,1142,23,8,14,"Wet season",Y,N,,"Shrubland-Fynbos","Medium: 500-1000 m","1-to-6 years"
s2lam115_231010,"Not available","Not available","Not available",-33.731007,21.938149,332,1009,23,10,10,"Dry season",Y,N,,"Shrubland-Fynbos","High: >1000 m","1-to-6 years"
s2lam122_230714,"Not available","Not available","Not available",-33.730929,21.9381,332,996,23,7,14,"Wet season",Y,N,,"Shrubland-Fynbos","High: >1000 m","1-to-6 years"
s2lam109_230710,"Not available","Not available","Not available",-34.109921,18.455757,331,582,23,7,10,"Wet season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam113_231115,"Not near (100 m) any water","Intermediate (6-17 yrs)","Rare to Very Scattered",-34.109922,18.455769,331,586,23,11,15,"Dry season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam085_230808,"Not available","Not available","Not available",-33.1493,18.029183,330,877,23,8,8,"Wet season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam133_231127,"Not available","Intermediate (6-17 yrs)","None",-33.14928,18.029158,330,1265,23,11,27,"Dry season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam116_230807,"Not available","Not available","Not available",-34.701,20.0906,329,575,23,8,7,"Wet season",Y,Y,"Estuary","Agriculture","Low: 0-500 m","No data or No Fire"
s2lam136_231117,"In or near (25 m) wetland","Old (> 17 yrs)","Rare to Very Scattered",-34.700958,20.090602,329,543,23,11,17,"Dry season",Y,Y,"Estuary","Agriculture","Low: 0-500 m","No data or No Fire"
s2lam044_230815,"Not available","Not available","Not available",-33.347,21.9313,328,1138,23,8,15,"Wet season",Y,N,,"Shrubland-Fynbos","High: >1000 m","6-to-12 years"
s2lam154_231005,"Not near (100 m) any water","Young (burned, < 6 yrs)","None",-33.347012,21.931378,328,837,23,10,5,"Dry season",Y,N,,"Shrubland-Fynbos","High: >1000 m","6-to-12 years"
s2lam117_230703,"Not available","Not available","Not available",-34.323022,18.9642,327,1118,23,7,3,"Wet season",Y,Y,"Seep","Wetland","Low: 0-500 m","1-to-6 years"
s2lam144_231130,"In or near (25 m) wetland","Intermediate (6-17 yrs)","None",-34.323225,18.964367,327,618,23,11,30,"Dry season",Y,Y,"Seep","Wetland","Low: 0-500 m","1-to-6 years"
s2lam017_231118,"Within 50 m of a river or stream","Old (> 17 yrs)","Rare to Very Scattered",-34.005139,18.390442,326,998,23,11,18,"Dry season",Y,Y,"Floodplain","Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam089_230820,"Not available","Not available","Not available",-34.005238,18.390386,326,1030,23,8,20,"Wet season",Y,Y,"Floodplain","Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam109_231010,"Not near (100 m) any water","Old (> 17 yrs)","None",-33.944028,19.8949,325,1008,23,10,10,"Dry season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam163_230727,"Not available","Not available","Not available",-33.943817,19.8949,325,985,23,7,27,"Wet season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam030_231031,"Not near (100 m) any water","Intermediate (6-17 yrs)","None",-32.253127,19.146051,324,692,23,10,31,"Dry season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","6-to-12 years"
s2lam112_230812,"Not available","Not available","Not available",-32.253128,19.146038,324,1457,23,8,12,"Wet season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","6-to-12 years"
s2lam076_230815,"Not available","Not available","Not available",-33.3442,22.0214,323,1185,23,8,15,"Wet season",Y,Y,,"Forest-Woodland","High: >1000 m","6-to-12 years"
s2lam138_231011,"In or near (25 m) wetland","Intermediate (6-17 yrs)","None",-33.344107,22.021478,323,1265,23,10,11,"Dry season",Y,Y,,"Forest-Woodland","High: >1000 m","6-to-12 years"
s2lam106_230725,"Not available","Not available","Not available",-33.9279,22.4516,322,1009,23,7,25,"Wet season",Y,Y,,"Forest-Woodland","Medium: 500-1000 m","1-to-6 years"
s2lam164_231109,"Not available","Not available","Not available",-33.92786,22.451706,322,987,23,11,9,"Dry season",Y,Y,,"Forest-Woodland","Medium: 500-1000 m","1-to-6 years"
s2lam158_231014,"Within 50 m of a river or stream","Intermediate (6-17 yrs)","None",-33.610533,23.436025,321,1121,23,10,14,"Dry season",Y,N,,"Shrubland-Fynbos","High: >1000 m","No data or No Fire"
s2lam160_230717,"Not available","Not available","Not available",-33.610533,23.436,321,1433,23,7,17,"Wet season",Y,N,,"Shrubland-Fynbos","High: >1000 m","No data or No Fire"
s2lam063_230812,"Not available","Not available","Not available",-34.8089,19.9618,320,710,23,8,12,"Wet season",Y,N,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam136_231010,"Not near (100 m) any water","Old (> 17 yrs)","None",-34.80887,19.961828,320,695,23,10,10,"Dry season",Y,N,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam130_231013,"Not near (100 m) any water","Intermediate (6-17 yrs)","None",-33.336918,22.037722,319,985,23,10,13,"Dry season",Y,N,,"Shrubland-Fynbos","High: >1000 m","6-to-12 years"
s2lam138_230713,"Not available","Not available","Not available",-33.3369,22.0377,319,866,23,7,13,"Wet season",Y,N,,"Shrubland-Fynbos","High: >1000 m","6-to-12 years"
s2lam074_230617,"Not available","Not available","Not available",-33.9873,22.696658,318,273,23,6,17,"Wet season",Y,Y,"Estuary","Wetland","Low: 0-500 m","No data or No Fire"
s2lam093_231004,"Not near (100 m) any water","Old (> 17 yrs)","None",-33.987271,22.696611,318,719,23,10,4,"Dry season",Y,Y,"Estuary","Wetland","Low: 0-500 m","No data or No Fire"
s2lam072_231025,"Not near (100 m) any water","Intermediate (6-17 yrs)","None",-33.038745,19.05491,317,700,23,10,25,"Dry season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","6-to-12 years"
s2lam083_230826,"Not available","Not available","Not available",-33.0388,19.054888,317,116,23,8,26,"Wet season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","6-to-12 years"
s2lam089_231106,"Not near (100 m) any water","Not available","None",-32.526707,19.348005,316,697,23,11,6,"Dry season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","No data or No Fire"
s2lam112_230805,"Not available","Not available","Not available",-32.5267,19.347983,316,844,23,8,5,"Wet season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","No data or No Fire"
s2lam074_230804,"Not available","Not available","Not available",-33.9566,23.1432,315,724,23,8,4,"Wet season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam104_231110,"Not near (100 m) any water","Old (> 17 yrs)","None",-33.956596,23.143182,315,718,23,11,10,"Dry season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam096_231128,"Not near (100 m) any water","Intermediate (6-17 yrs)","None",-33.113004,18.090895,314,1281,23,11,28,"Dry season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam132_230807,"Not available","Not available","Not available",-33.113033,18.0908,314,1125,23,8,7,"Wet season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam087_231115,"Not available","Not available","Not available",-33.673987,21.887969,313,863,23,11,15,"Dry season",Y,N,,"Grassland","Low: 0-500 m","25+ years"
s2lam162_230707,"Not available","Not available","Not available",-33.673928,21.887988,313,737,23,7,7,"Wet season",Y,N,,"Grassland","Low: 0-500 m","25+ years"
s2lam041_231103,"Not near (100 m) any water","Old (> 17 yrs)","None",-33.899727,22.97416,312,717,23,11,3,"Dry season",Y,N,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam079_230725,"Not available","Not available","Not available",-33.8999,22.9741,312,1010,23,7,25,"Wet season",Y,N,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam054_230605,"Not available","Not available","Not available",-33.625639,22.9447,311,1018,23,6,5,"Wet season",Y,Y,,"Grassland","High: >1000 m","1-to-6 years"
s2lam128_231122,"Not near (100 m) any water","Young (burned, < 6 yrs)","None",-33.625673,22.944906,311,871,23,11,22,"Dry season",Y,Y,,"Grassland","High: >1000 m","1-to-6 years"
s2lam091_230605,"Not available","Not available","Not available",-33.634826,22.949,310,143,23,6,5,"Wet season",Y,Y,,"Forest-Woodland","High: >1000 m","1-to-6 years"
s2lam160_231122,"Not near (100 m) any water","Young (burned, < 6 yrs)","Rare to Very Scattered",-33.634998,22.949071,310,874,23,11,22,"Dry season",Y,Y,,"Forest-Woodland","High: >1000 m","1-to-6 years"
s2lam038_230725,"Not available","Not available","Not available",-33.921316,22.957114,309,1007,23,7,25,"Wet season",Y,N,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam040_231103,"Not near (100 m) any water","Old (> 17 yrs)","None",-33.921281,22.957158,309,715,23,11,3,"Dry season",Y,N,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam121_231117,"Not near (100 m) any water","Old (> 17 yrs)","None",-34.70942,20.107237,308,544,23,11,17,"Dry season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam148_230807,"Not available","Not available","Not available",-34.7094,20.1073,308,658,23,8,7,"Wet season",Y,Y,,"Shrubland-Fynbos","Low: 0-500 m","No data or No Fire"
s2lam058_230605,"Not available","Not available","Not available",-33.627899,22.919374,307,990,23,6,5,"Wet season",Y,Y,,"Shrubland-Fynbos","High: >1000 m","1-to-6 years"
s2lam151_231122,"Not near (100 m) any water","Young (burned, < 6 yrs)","None",-33.627924,22.919394,307,855,23,11,22,"Dry season",Y,Y,,"Shrubland-Fynbos","High: >1000 m","1-to-6 years"
s2lam037_231106,"Not near (100 m) any water","Old (> 17 yrs)","None",-32.538168,19.325103,306,697,23,11,6,"Dry season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","25+ years"
s2lam072_230805,"Not available","Not available","Not available",-32.5382,19.325059,306,842,23,8,5,"Wet season",Y,Y,,"Shrubland-Fynbos","Medium: 500-1000 m","25+ years"
s2lam138_231026,"Within 50 m of a river or stream","Young (burned, < 6 yrs)","None",-33.505782,20.61335,305,855,23,10,26,"Dry season",Y,N,,"Shrubland-Fynbos","High: >1000 m","1-to-6 years"
s2lam151_230802,"Not available","Not available","Not available",-33.5058,20.6133,305,715,23,8,2,"Wet season",Y,N,,"Shrubland-Fynbos","High: >1000 m","1-to-6 years"
s2lam060_230930,"Not near (100 m) any water","Intermediate (6-17 yrs)","None",-33.587948,23.427943,304,1144,23,9,30,"Dry season",Y,Y,,"Shrubland-Fynbos","High: >1000 m","No data or No Fire"
s2lam155_230707,"Not available","Not available","Not available",-33.5879,23.427962,304,1126,23,7,7,"Wet season",Y,Y,,"Shrubland-Fynbos","High: >1000 m","No data or No Fire"
s2lam088_231130,"Not near (100 m) any water","Old (> 17 yrs)","None",-33.947682,23.602896,303,858,23,11,30,"Dry season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam104_230829,"Not available","Not available","Not available",-33.947667,23.602766,303,1158,23,8,29,"Wet season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam032_230822,"Not available","Not available","Not available",-33.636612,21.652916,302,995,23,8,22,"Wet season",Y,N,,"Wetland","Low: 0-500 m","No data or No Fire"
s2lam122_231114,"Not available","Not available","Not available",-33.636617,21.652931,302,818,23,11,14,"Dry season",Y,N,,"Wetland","Low: 0-500 m","No data or No Fire"
s2lam088_231125,"Not near (100 m) any water","Old (> 17 yrs)","None",-33.958862,23.521013,301,564,23,11,25,"Dry season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
s2lam114_230819,"Not available","Not available","Not available",-33.958856,23.521017,301,704,23,8,19,"Wet season",Y,Y,,"Forest-Woodland","Low: 0-500 m","No data or No Fire"
